Cluster,avg_equity2P,avg_equity3P
361,0.579968,0.429091
362,0.51244,0.309442
363,0.162398,0.0675313
364,0.459053,0.282358
365,0.522014,0.370183
366,0.462549,0.231179
367,0.925671,0.885688
368,0.731643,0.593065
369,0.370493,0.19372
370,0.755366,0.585952
371,0.24854,0.154392
372,0.720643,0.592826
373,0.478459,0.272455
374,0.686405,0.493715
375,0.454724,0.304137
376,0.41553,0.250126
377,0.635279,0.475185
378,0.773724,0.720988
379,0.753945,0.565866
380,0.742718,0.566032
381,0.339525,0.133742
382,0.192593,0.0690126
383,0.236176,0.100565
384,0.368037,0.182338
385,0.378828,0.242138
386,0.665196,0.535832
387,0.946713,0.949017
388,0.530537,0.334562
389,0.517381,0.330214
390,0.888265,0.816621
391,0.89144,0.775793
392,0.799501,0.664505
393,0.150331,0.100916
394,0.530576,0.409121
395,0.494183,0.324509
396,0.702929,0.500431
397,0.327437,0.176321
398,0.471821,0.340007
399,0.351199,0.222722
400,0.429042,0.286119
401,0.674829,0.515649
402,0.513292,0.336615
403,0.56221,0.392299
404,0.567474,0.387156
405,0.598988,0.375957
406,0.309767,0.168903
407,0.259193,0.109156
408,0.177562,0.076412
409,0.759771,0.613446
410,0.550016,0.409759
411,0.528491,0.388882
412,0.277812,0.232202
413,0.430458,0.317905
414,0.848359,0.749958
415,0.788598,0.683761
416,0.645965,0.497649
417,0.736534,0.558184
418,0.833108,0.730321
419,0.302201,0.145662
420,0.208916,0.126891
421,0.28665,0.17197
422,0.542812,0.319674
423,0.754441,0.603769
424,0.542815,0.372589
425,0.186717,0.124774
426,0.268877,0.121263
427,0.587825,0.426946
428,0.627375,0.454905
429,0.220496,0.0979411
430,0.760935,0.554604
431,0.622033,0.43551
432,0.637681,0.445859
433,0.331922,0.277649
434,0.628225,0.468435
435,0.655068,0.419975
436,0.940808,0.867545
437,0.103475,0.0529606
438,0.928897,0.841532
439,0.528069,0.280627
440,0.677351,0.525003
441,0.612932,0.46231
442,0.469539,0.310747
443,0.860337,0.725942
444,0.309662,0.183778
445,0.73158,0.630388
446,0.460156,0.343197
447,0.38915,0.217104
448,0.268448,0.153664
449,0.781281,0.653549
450,0.752233,0.645665
451,0.454043,0.265906
452,0.367115,0.295199
453,0.631818,0.461146
454,0.484051,0.381994
455,0.382799,0.26935
456,0.643335,0.473335
457,0.373342,0.265421
458,0.437026,0.271337
459,0.338364,0.172441
460,0.244977,0.100595
461,0.114976,0.0596976
462,0.6111,0.510718
463,0.385689,0.224928
464,0.920835,0.867548
465,0.482455,0.328755
466,0.257248,0.186803
467,0.370435,0.163642
468,0.237874,0.178679
469,0.33742,0.162739
470,0.719595,0.533877
471,0.667837,0.475097
472,0.251284,0.144614
473,0.21865,0.160504
474,0.628268,0.421646
475,0.739584,0.534294
476,0.481376,0.298248
477,0.588129,0.443591
478,0.787615,0.643235
479,0.841348,0.738735
480,0.37052,0.211546
481,0.69265,0.51737
482,0.596436,0.423412
483,0.578078,0.477595
484,0.481769,0.336648
485,0.809268,0.770851
486,0.468931,0.270814
487,0.503213,0.354575
488,0.820026,0.738918
489,0.440537,0.263898
